Song Name,Singer Name,Youtube urls,Emotions
Never Ever,All Saints,https://www.youtube.com/watch?v=nPXqkjpXZ_k,No specific emotions found.
I Get Lonely,"Janet,Blackstreet,",https://www.youtube.com/watch?v=_jMXyDB0Tso,"Loneliness, Hip-hop, Pop, Journey, Rock, Disco, Acoustic, Fun, Neo-soul, Melody, Soul, Crossover, Bittersweet, Hardcore, Passion, House, Abandonment, Strength, Isolation, Sadness, Love, Jazz, Reflection, Dance-pop, Desire, Yearning"
Feel So Good,Mase,https://www.youtube.com/watch?v=0CuO2ZpqkBM,"Success, Hip-hop"
Say It,Voices of Theory,https://www.youtube.com/watch?v=orx1-cR-l38,No specific emotions found.
Kiss the Rain,Billie Myers,https://www.youtube.com/watch?v=Kq-r4ZUpels,"Soul, Crossover, Wonder, Acoustic, Success, Rock, Vulnerability, Soulful, Jealousy, Insecurity, Love"
Come with Me,"Puff Daddy,Jimmy Page,",https://www.youtube.com/watch?v=vrSyrOaoAug,No specific emotions found.
Romeo and Juliet,Sylk-E. Fyne,https://www.youtube.com/watch?v=28R3WMZOvuo,"Suspense, Success, Pop, Rock, Disco, Adventure, Desire, Hope, Faith, Defeat, Melody, Classical, Urban, Awakening, Anticipation, Lust, Identity, Devotion, Loyalty, Contradiction, Sorrow, Zen, Passion, House, Joyful, Fear, Regret, Elation, Connection, Believe, Love, Inspiration, Country, Joy, Pleasure, Experimental, Conflict, Grief, Maturity, Morning, Jazz, Guilt, Gloom, Restoration, Anger"
It's All About Me,"Mýa,Sisqo,",https://www.youtube.com/watch?v=WzfLg2Bwk4I,"Success, Disco, Doubt, Hesitation, Elation, Love, Desire"
I Will Come to You,Hanson,https://www.youtube.com/watch?v=1rsWf09_PmI,"Rock, Success, Pop"
Believe,Cher,https://www.youtube.com/watch?v=f4i2EUZWQnM,Believe
No Scrubs,TLC,https://www.youtube.com/watch?v=FrLequ6dUdM,"Soul, Success, Acoustic, Pop, Rock, Soulful, Ambition, Fun, Reggae, Urban, Reggaeton, Elation, Believe, Country, Dancehall"
Angel of Mine,Monica,https://www.youtube.com/watch?v=3eOuK-pYhy4,"Joy, Success, Pop, Acoustic, Hip-hop, Love, Melody, Urban"
Heartbreak Hotel,"Whitney Houston,Faith Evans,Kelly Price,",https://www.youtube.com/watch?v=xEmdW3_bi4c,"Frustration, Success, Pop, Rock, Disco, Heartbreak, Ambition, House, Identity, Urban, Blues, Love, Country"
...Baby One More Time,Britney Spears,https://www.youtube.com/watch?v=C-u5WLJ9Yk4,"Loneliness, Success, Pop, Acoustic, Rock, Disco, Fun, Metalcore, Hope, Innocence, Melody, Soul, Funk, Pop punk, Lust, Soulful, Teen pop, Panic, Wonder, House, Doubt, Fear, Regret, Blues, Believe, Love, Country, Morning, Jazz, Harmony, Dance-pop, Longing"
Kiss Me,Sixpence None the Richer,https://www.youtube.com/watch?v=hII0JXUJNDo,No specific emotions found.
Genie in a Bottle,Christina Aguilera,https://www.youtube.com/watch?v=kIDWgqDBNXA,"Temptation, Success, Pop, Hip-hop, Rock, Pride, Fun, Urban, Heartbreak, Soul, Funk, Awakening, Vocal style, Lust, Awe, Teen pop, Confusion, Courage, House, Doubt, Strength, Fear, Love, Believe, Country, Pleasure, Comfort, Reflection, Unity, Dance-pop"
Every Morning,Sugar Ray,https://www.youtube.com/watch?v=aAboC8Vn-t0,Morning
Nobody's Supposed to Be Here,Deborah Cox,https://www.youtube.com/watch?v=H947PtHmh0Y,"Soul, Success, Pop, Hip-hop, Love"
Livin' la Vida Loca,Ricky Martin,https://www.youtube.com/watch?v=p47fEXGabaY,"Success, Pop, Acoustic, Rock, Disco, Heavy metal, Folk, Fun, Reggaeton, Urban, Funk, Crossover, Surprise, Awe, Trust, Wonder, Hardcore, Reggae, Love, Believe, Country, Morning, World music, Adventure"
Where My Girls At?,702,https://www.youtube.com/watch?v=3lO5eGEnyRA,"Celebration, Soul, Hip-hop, Pop"
If You Had My Love,Jennifer Lopez,https://www.youtube.com/watch?v=lYfkl-HXfuU,"Success, Pop, Acoustic, Hip-hop, Rock, Fun, Innocence, Hope, Faith, Upbeat, Melody, Soul, Funk, Crossover, Surprise, Soulful, Trust, House, Doubt, Fear, Strength, Elation, Believe, Love, Country, Curiosity, Jazz, Reflection, Anger"
Slide,Goo Goo Dolls,https://www.youtube.com/watch?v=1I1AGPCrdDU,No specific emotions found.
Have You Ever?,Brandy,https://www.youtube.com/watch?v=Xkj1An6Wnec,"House, Success, Pop"
I Want It That Way,Backstreet Boys,https://www.youtube.com/watch?v=4fndeDfaWCg,"Celebration, Pop punk, Success, Acoustic, Pop, Rock, Morning, Confusion, Shame, Upbeat, Elation, Love, Desire"
I'm Your Angel,"R. Kelly,Celine Dion,",https://www.youtube.com/watch?v=e0z7PyuipBA,"Soul, Crossover, Success, Pop, Wonder, Believe, Soulful, Doubt, Gospel, Love"
All Star,Smash Mouth,https://www.youtube.com/watch?v=8ay_BkRuv-o,"Crossover, Country, Pop, Success"
Angel,Sarah McLachlan,https://www.youtube.com/watch?v=PVp4kXAVW7k,"Pop, Journey, Disco, Fun, Faith, Classical, Soul, Lust, Adoration, Gospel, Wonder, Courage, Growth, Elation, Connection, Love, Believe, Sacrifice, Comfort, Morning, Agony, Anger"
Smooth,"Santana,Rob Thomas,",https://www.youtube.com/watch?v=6Whgn_iE5uc,No specific emotions found.
Unpretty,TLC,https://www.youtube.com/watch?v=g2gy1Evb1Kg,"Acoustic, Pop, Rock, Folk, Fear"
"Bills, Bills, Bills",Destiny's Child,https://www.youtube.com/watch?v=NiF6-0UTqtc,"Melody, Hip-hop, Pop, Rock, Jazz, Elation, Love, Urban"
Save Tonight,Eagle-Eye Cherry,https://www.youtube.com/watch?v=Nntd2fgMUYw,"Soul, Success, Acoustic, Rock, Jazz, Soulful, Desire"
Last Kiss,Pearl Jam,https://www.youtube.com/watch?v=tNDWJ_KDkAc,"Relief, Funk, Success, Pop, Rock, Country, Fun, Fear, Blues, Love, Anger"
Fortunate,Maxwell,https://www.youtube.com/watch?v=DroSaIwIlzw,No specific emotions found.
All I Have to Give,Backstreet Boys,https://www.youtube.com/watch?v=pj6FCKm8dhM,"Pop, Melancholy, Indie, Elation, Melody, Urban"
Bailamos,Enrique Iglesias,https://www.youtube.com/watch?v=5sye_VxmNZA,"Melody, Crossover, Success, Pop, Believe, Inspiration"
What's It Gonna Be?!,"Busta Rhymes,Janet,",https://www.youtube.com/watch?v=hUxN0K1ykNo,No specific emotions found.
What It's Like,Everlast,https://www.youtube.com/watch?v=WXF-s-v7Gms,"Joy, Hip-hop, Success, Rock, House, Empathy, Blues"
Fly Away,Lenny Kravitz,https://www.youtube.com/watch?v=EvuL5jyCHOw,No specific emotions found.
Someday,Sugar Ray,https://www.youtube.com/watch?v=dPcX-5Tmqt8,No specific emotions found.
Lately,Divine,https://www.youtube.com/watch?v=0uOzZRgJsX8,No specific emotions found.
That Don't Impress Me Much,Shania Twain,https://www.youtube.com/watch?v=1Rv0aco8Hm0,"Crossover, Success, Pop, Rock, Melody, Dance-pop, Country"
Wild Wild West,"Will Smith,Dru Hill,Kool Moe Dee,",https://www.youtube.com/watch?v=_zXKtfKnfT8,"Success, Pop, Hip-hop, Rock, Adventure, Faith, Defeat, Urban, Escape, Panic, Trust, Wonder, Betrayal, House, Connection, Love, Industrial, Playfulness, Restoration, Anger"
Scar Tissue,Red Hot Chili Peppers,https://www.youtube.com/watch?v=mzJj5-lubeM,"Soul, Funk, Success, Rock, Fun"
Heartbreaker,"Mariah Carey,Jay-Z,",https://www.youtube.com/watch?v=kMCGvtlL4fw,Heartbreak
I Still Believe,Mariah Carey,https://www.youtube.com/watch?v=OAZG2duVte4,Believe
The Hardest Thing,98 Degrees,https://www.youtube.com/watch?v=ZzTNsFcbdmI,No specific emotions found.
Summer Girls,LFO,https://www.youtube.com/watch?v=NHuGG_FsC20,"Fun, Success, Pop, Elation"
Can I Get A...,"Jay-Z,Amil,Ja Rule,",https://www.youtube.com/watch?v=rblt2EtFfC4,"Love, Success, Pop"
Jumper,Third Eye Blind,https://www.youtube.com/watch?v=gRYZijLZR-Q,No specific emotions found.
Doo Wop (That Thing),Lauryn Hill,https://www.youtube.com/watch?v=S9lY1NMXBcE,"Soul, Melody, Hip-hop, Pop, Success, Rock, Disco, House, Folk, Believe"
Mambo No. 5,Lou Bega,https://www.youtube.com/watch?v=EK_LN3XEcnw,"Jazz, Success, Upbeat"
Sweet Lady,Tyrese,https://www.youtube.com/watch?v=gSlLFx2U4qo,No specific emotions found.
It's Not Right but It's Okay,Whitney Houston,https://www.youtube.com/watch?v=6J538b-OLRU,"Soul, Hip-hop, Pop, Country, Contemporary r&b, Faith, Elation, Love, Heartbreak"
(God Must Have Spent) A Little More Time on You,'N Sync,https://www.youtube.com/watch?v=-fxh7jAJR8U,Country
Lullaby,Shawn Mullins,https://www.youtube.com/watch?v=hG9C0VwruXE,"Anxiety, Celtic, Success, Pop, Detachment, Rock, Happiness, Folk, Fun, Classical, Soul, Vulnerability, Growth, Strength, Fear, Connection, Believe, Sadness, Love, Inspiration, Country, Grief, Comfort, Morning, Harmony, Melancholy, Resilience, Anger"
Anywhere,"112,Lil Zane,",https://www.youtube.com/watch?v=ejtzsZq7A44,No specific emotions found.
Tell Me It's Real,K-Ci & JoJo,https://www.youtube.com/watch?v=41GHAV-HG4U,Soul
Back 2 Good,Matchbox 20,https://www.youtube.com/watch?v=2X5Dr-uFVGw,"Rock, Success, Elation"
808,Blaque,https://www.youtube.com/watch?v=AmEO4Qp2mFw,No specific emotions found.
Breathe,Faith Hill,https://www.youtube.com/watch?v=yCmsZUN4r_s,No specific emotions found.
Smooth,"Santana,Rob Thomas,",https://www.youtube.com/watch?v=6Whgn_iE5uc,No specific emotions found.
Maria Maria,"Santana,The Product G&B,",https://www.youtube.com/watch?v=nPLV7lGbmT4,"Funk, Success, Pop, Hip-hop, Rock, Jazz, Country, Fun, Love, Melody, Urban"
I Wanna Know,Joe,https://www.youtube.com/watch?v=dJ8VjyPw0qY,No specific emotions found.
Everything You Want,Vertical Horizon,https://www.youtube.com/watch?v=rZoD8JEFjAE,No specific emotions found.
Say My Name,Destiny's Child,https://www.youtube.com/watch?v=sQgd6MccwZc,"Soul, Melody, Conflict, Success, Pop, Believe, Hip-hop, Harmony, Love, Urban"
I Knew I Loved You,Savage Garden,https://www.youtube.com/watch?v=jjnmICxvoVY,"Success, Pop, Acoustic, Hope, Love, Fleeting"
Amazed,Lonestar,https://www.youtube.com/watch?v=x-skFgrV59A,"Joy, Tenderness, Wonder, Pop, Success, Elation, Love, Inspiration, Country"
Bent,Matchbox Twenty,https://www.youtube.com/watch?v=969RAKkYESU,No specific emotions found.
He Wasn't Man Enough,Toni Braxton,https://www.youtube.com/watch?v=9_hKXk2qSuw,"Soul, Success, Pop, Hip-hop, Country, Urban"
Higher,Creed,https://www.youtube.com/watch?v=BSlUldvRqwE,No specific emotions found.
Try Again,Aaliyah,https://www.youtube.com/watch?v=g72lgml-bIE,No specific emotions found.
"Jumpin', Jumpin'",Destiny's Child,https://www.youtube.com/watch?v=Vjw92oUduEM,"Urban, Pop, Success, Upbeat"
Thong Song,Sisqó,https://www.youtube.com/watch?v=Oai1V7kaFBk,"New wave, Melody, Escape, Success, Hip-hop, Pop, Disco, Jazz, Panic, Fun, Reggae, Reggaeton, Love, Urban"
Kryptonite,3 Doors Down,https://www.youtube.com/watch?v=xPU8OAjjS4k,"Pop, Rock, Disco, Vulnerability, Folk, Identity, Strength, Adventure, Compromise"
There You Go,Pink,https://www.youtube.com/watch?v=66LnhtnSoKc,"Revenge, Pop, Rock, Awe, Elation, Love, Urban"
Music,Madonna,https://www.youtube.com/watch?v=O9olMwwIGbc,"Loneliness, Success, Pop, Pride, Rock, Acoustic, Freedom, Disco, Heavy metal, Folk, Fun, Melody, Classical, Urban, Soul, Devotion, Bluegrass, Celebration, Courage, Passion, House, Growth, Blues, Elation, Connection, Love, Believe, Country, Joy, Pleasure, Resistance, Enjoyment, Complexity, Harmony, Jazz, World music, Melancholy, Unity, Industrial, Melancholia, Anger, Longing"
Doesn't Really Matter,Janet Jackson,https://www.youtube.com/watch?v=ZGo4WebNIjM,"Funk, Companionship, Believe, Pop, Hip-hop, Rock, Jazz, Fun, Reflection, Love, Upbeat, Melody, Urban, Yearning"
What a Girl Wants,Christina Aguilera,https://www.youtube.com/watch?v=hpspGHeLOPE,No specific emotions found.
Back at One,Brian McKnight,https://www.youtube.com/watch?v=rXPfovXw2tw,No specific emotions found.
Bye Bye Bye,'N Sync,https://www.youtube.com/watch?v=Eo-KmOd3i7s,"Escape, Success, Pop, Comfort, Rock, Harmony, House, Desire, Fear, Elation, Country"
You Sang to Me,Marc Anthony,https://www.youtube.com/watch?v=MY4YJxn-9Og,"Soul, Melody, Success, Acoustic, Pop, Rock, Morning, Devotion, Elation, Love"
I Need to Know,Marc Anthony,https://www.youtube.com/watch?v=v3hWrbXyAKg,No specific emotions found.
Get It On Tonite,Montell Jordan,https://www.youtube.com/watch?v=k_C_nhzdNFI,"Love, Hip-hop"
Incomplete,Sisqó,https://www.youtube.com/watch?v=Z6qqS9mbdY4,No specific emotions found.
I Try,Macy Gray,https://www.youtube.com/watch?v=WEQ0l_m3Xm0,"Soul, Soulful, Success, Pop"
It's Gonna Be Me,'N Sync,https://www.youtube.com/watch?v=GQMlWwIXg3M,"Funk, Pop, Vocal style, Freedom, Disco, Rock, House, Morning, Teen pop, Fun, Love, Elation, Melody, Country"
That's the Way It Is,Celine Dion,https://www.youtube.com/watch?v=T6wbugWrfLU,No specific emotions found.
Country Grammar (Hot Shit),Nelly,https://www.youtube.com/watch?v=Y5qKNlcUwKs,"Melody, Country, Pop, Dancehall"
Bring It All to Me,Blaque,https://www.youtube.com/watch?v=h4mjAOgHLvU,No specific emotions found.
Show Me the Meaning of Being Lonely,Backstreet Boys,https://www.youtube.com/watch?v=aBt8fN7mJNg,"Mourning, Loneliness, Success, Pop, Grief, Love, Melody, Heartbreak"
Hot Boyz,"Missy Elliott,Nas,Eve,Q-Tip,",https://www.youtube.com/watch?v=FRkev5Aooms,No specific emotions found.
Back Here,BBMak,https://www.youtube.com/watch?v=CbGegNlgJdE,"Rock, Success, Pop"
It Feels So Good,Sonique,https://www.youtube.com/watch?v=zns8Y8phigk,"Love, Success, Pop"
Absolutely (Story of a Girl),Nine Days,https://www.youtube.com/watch?v=ZIANBamMgas,"Success, Pop, Wonder, Rock, Disco, Fun, Upbeat, Love, Country"
With Arms Wide Open,Creed,https://www.youtube.com/watch?v=99j0zLuNhi8,"Crossover, Success, Acoustic, Vocal style, Rock, Surprise, Fear, Elation, Love"
Be with You,Enrique Iglesias,https://www.youtube.com/watch?v=yYedTpODkx8,No specific emotions found.
Come On Over Baby (All I Want Is You),Christina Aguilera,https://www.youtube.com/watch?v=0RQDIJ2CvbA,"Funk, Success, Pop, Acoustic, Rock, Disco, House, Jazz, Fun, Upbeat, Melody, Dance-pop, Country"
No More,Ruff Endz,https://www.youtube.com/watch?v=6TLxUAa3lb0,No specific emotions found.
All the Small Things,Blink 182,https://www.youtube.com/watch?v=9Ht5RZpzPqw,"Joy, Resignation, Pop punk, Melody, Success, Pop, Pleasure, Rock, Surprise, Comfort, Awe, Teen pop, Melancholy, Fun, Hope, Indie, Love"
The Way You Love Me,Faith Hill,https://www.youtube.com/watch?v=o8EamHKpdrM,Love
I Turn to You,Christina Aguilera,https://www.youtube.com/watch?v=8E7yYNGIKvk,No specific emotions found.
Never Let You Go,Third Eye Blind,https://www.youtube.com/watch?v=gl-JGJp-_CM,No specific emotions found.
I Need You,LeAnn Rimes,https://www.youtube.com/watch?v=AA_5sLaTErQ,No specific emotions found.
Thank God I Found You,"Mariah Carey,Joe,98 Degrees,",https://www.youtube.com/watch?v=7KVxjQUCyn0,"Soul, Melody, Believe, Pop, Soulful, Harmony, Awe, Inspiration, Gospel, Upbeat, Elation, Love, Adventure, Urban"
Let's Get Married,Jagged Edge,https://www.youtube.com/watch?v=9XwPCVvMcuE,No specific emotions found.
My Love Is Your Love,Whitney Houston,https://www.youtube.com/watch?v=kxZD0VQvfqU,"Hip-hop, Pop, Success, Rock, Folk, Fun, Faith, Heartbreak, Soul, Funk, Crossover, Soulful, Gospel, Wonder, House, Doubt, Reggae, Growth, Strength, Blues, Connection, Believe, Love, Country, Maturity, Desire"
Then the Morning Comes,Smash Mouth,https://www.youtube.com/watch?v=cB9JJIoAdYM,"Morning, Success"
Blue (Da Ba Dee),Eiffel 65,https://www.youtube.com/watch?v=l2N0i7dt8qw,"Fleeting, Success, Pop, Disco, House, Love, Inspiration"
Desert Rose,"Sting,Cheb Mami,",https://www.youtube.com/watch?v=C3lWwBslWqg,No specific emotions found.
Hanging by a Moment,Lifehouse,https://www.youtube.com/watch?v=tPnK39ax_AM,"Success, Pop, Rock, House, Fun, Hope, Love, Upbeat, Grunge, Faith, Melody"
Fallin',Alicia Keys,https://www.youtube.com/watch?v=Urdlvw0SSEc,No specific emotions found.
All for You,Janet Jackson,https://www.youtube.com/watch?v=J551f-TyqjY,No specific emotions found.
Drops of Jupiter (Tell Me),Train,https://www.youtube.com/watch?v=7Xf-Lesrkuc,"Passion, Rock, Love, Acceptance, Anger"
I'm Real,"Jennifer Lopez,Ja Rule,",https://www.youtube.com/watch?v=Sjx9oSJDAVQ,No specific emotions found.
If You're Gone,Matchbox Twenty,https://www.youtube.com/watch?v=clKAdQnwJ7A,No specific emotions found.
Let Me Blow Ya Mind,"Eve,Gwen Stefani,",https://www.youtube.com/watch?v=Wt88GMJmVk0,"Hip-hop, Pop, Urban, Doubt"
Thank You,Dido,https://www.youtube.com/watch?v=1TO48Cnl66w,Gratitude
Again,Lenny Kravitz,https://www.youtube.com/watch?v=eW2qlKa6oHw,No specific emotions found.
Independent Women Part I,Destiny's Child,https://www.youtube.com/watch?v=0lPQZni7I18,"Hip-hop, Success, Disco, Empowerment, Envy, Inspiration, Country"
Hit 'Em Up Style (Oops!),Blu Cantrell,https://www.youtube.com/watch?v=LMOKlXfXn50,"Revenge, Success"
It Wasn't Me,"Shaggy,Rikrok,",https://www.youtube.com/watch?v=KJ_8tCd4mAw,"Escape, Success, Pop, Disco, Reggae, Guilt, Connection, Love"
Stutter,"Joe,Mystikal,",https://www.youtube.com/watch?v=eGY_Qqr2Lm0,"Embarrassment, Anxiety, Success, Pop, Pride, Rock, Fun, Hesitation, Shame, Escape, Anticipation, Confusion, Identity, Confidence, Relief, Frustration, Courage, Fear, Strength, Elation, Isolation, Believe, Inspiration, Guilt, Anger"
It's Been Awhile,Staind,https://www.youtube.com/watch?v=araU0fZj6oQ,"Rock, Success, Acoustic, Fun"
U Remind Me,Usher,https://www.youtube.com/watch?v=Bxau9B3jOHM,"Soul, Conflict, Pop, Comfort, Conflicted, Contemporary r&b, Elation, Love"
Where the Party At,"Jagged Edge,Nelly,",https://www.youtube.com/watch?v=9UCY_U4QwqI,No specific emotions found.
Angel,"Shaggy,Rayvon,",https://www.youtube.com/watch?v=XWJrPzAUzAs,"Pop, Journey, Disco, Fun, Faith, Classical, Soul, Lust, Adoration, Gospel, Wonder, Courage, Growth, Elation, Connection, Love, Believe, Sacrifice, Comfort, Morning, Agony, Anger"
Ride wit Me,"Nelly,City Spud,",https://www.youtube.com/watch?v=RtSDWq6HsJE,"Country, Pop, Journey"
Follow Me,Uncle Kracker,https://www.youtube.com/watch?v=0Gjx-ZQuQ_Y,No specific emotions found.
Peaches & Cream,112,https://www.youtube.com/watch?v=tQ0yjYUFKAE,Pop
Drive,Incubus,https://www.youtube.com/watch?v=fgT9zGkiLig,No specific emotions found.
What Would You Do?,City High,https://www.youtube.com/watch?v=LahcSFleKm8,No specific emotions found.
Survivor,Destiny's Child,https://www.youtube.com/watch?v=Wmc8bQoL-J0,No specific emotions found.
Lady Marmalade,"Christina Aguilera,Lil' Kim,Mýa,Pink,",https://www.youtube.com/watch?v=RQa7SvVCdZk,"Soul, Funk, Celebration, Hip-hop, Pop, Rock, Disco, Soulful, Fun, Unity, Excitement, Love, Melody, Country"
Ms. Jackson,Outkast,https://www.youtube.com/watch?v=MYxAiK6VnXw,"Love, Hip-hop, Acoustic, Elation"
Love Don't Cost a Thing,Jennifer Lopez,https://www.youtube.com/watch?v=4kGvlESGvbs,Love
The Way You Love Me,Faith Hill,https://www.youtube.com/watch?v=o8EamHKpdrM,Love
He Loves U Not,Dream,https://www.youtube.com/watch?v=IDjI3SD4Cr4,"Soul, Hip-hop, Pop, Wonder, Elation, Love, Dance-pop"
Butterfly,Crazy Town,https://www.youtube.com/watch?v=6FEDrU85FLE,"Joy, Soul, Escape, Success, Pop, Freedom, Wonder, Lust, Morning, House, Fun, Growth, Strength, Blues, Elation, Love, Anger"
Put It on Me,"Ja Rule,Lil' Mo,Vita,",https://www.youtube.com/watch?v=LdnF2t7Cgc0,No specific emotions found.
Family Affair,Mary J. Blige,https://www.youtube.com/watch?v=znlFu_lemsU,"Success, Pop, Lust, Surprise, House, Hope, Believe"
I Hope You Dance,Lee Ann Womack,https://www.youtube.com/watch?v=RV-Z1YwaOiw,"Crossover, Success, Pop, Courage, Rock, Acoustic, Happiness, Fun, Hope, Elation, Love, Country"
South Side,"Moby,Gwen Stefani,",https://www.youtube.com/watch?v=GXKg0sNTKXE,No specific emotions found.
Don't Tell Me,Madonna,https://www.youtube.com/watch?v=gLFWRDsx5AI,No specific emotions found.
Get Ur Freak On,Missy Elliott,https://www.youtube.com/watch?v=FPoKiGQzbSQ,"Hip-hop, Success, Pop, Rock, Industrial, Melody"
Crazy,K-Ci & JoJo,https://www.youtube.com/watch?v=qi-KCd0guJI,No specific emotions found.
Fill Me In,Craig David,https://www.youtube.com/watch?v=3imO7PFU5cI,"House, Success, Identity"
Someone to Call My Lover,Janet Jackson,https://www.youtube.com/watch?v=v2xLmhAo4NE,"Joy, Melody, Nostalgic, Success, Companionship, Passion, Funk, Pop, Fun, Innocence, Upbeat, Love, Classical, Yearning"
With Arms Wide Open,Creed,https://www.youtube.com/watch?v=99j0zLuNhi8,"Crossover, Success, Acoustic, Vocal style, Rock, Surprise, Fear, Elation, Love"
Case of the Ex (Whatcha Gonna Do),Mýa,https://www.youtube.com/watch?v=0sq14JocSAs,"Soul, Hip-hop, Pop, Wonder, Fun, Identity, Fear, Elation, Love, Urban"
All or Nothing,O-Town,https://www.youtube.com/watch?v=TG8IkUoZ6j0,No specific emotions found.
Bootylicious,Destiny's Child,https://www.youtube.com/watch?v=IyYnnUcgeMc,"Funk, Conflict, Success, Pop, Hip-hop, Rock, Wonder, Surprise, Crossover, Fun, Hope, Confidence, Grunge, Love, Urban"
I'm Like a Bird,Nelly Furtado,https://www.youtube.com/watch?v=roPQ_M3yJTA,"Awe, Pop"
Kryptonite,3 Doors Down,https://www.youtube.com/watch?v=b1qlLf_LW6o,"Pop, Rock, Disco, Vulnerability, Folk, Identity, Strength, Adventure, Compromise"
Fiesta,"R. Kelly,Jay-Z,",https://www.youtube.com/watch?v=zukOi7XUmdY,No specific emotions found.
When It's Over,Sugar Ray,https://www.youtube.com/watch?v=xmLv8rfunPo,No specific emotions found.
Jaded,Aerosmith,https://www.youtube.com/watch?v=qbexOeoH5hg,No specific emotions found.
Promise,Jagged Edge,https://www.youtube.com/watch?v=lXd1GHJPx-A,"Pop, Fun, Regret, Elation, Believe, Acceptance, Forgiveness, Compromise"
Missing You,Case,https://www.youtube.com/watch?v=MpTJnJwEnE0,No specific emotions found.
Differences,Ginuwine,https://www.youtube.com/watch?v=U_90XNCBatY,No specific emotions found.
How You Remind Me,Nickelback,https://www.youtube.com/watch?v=1cQh1ccqu8M,"Rock, Fun, Fear, Elation, Melody"
Foolish,Ashanti,https://www.youtube.com/watch?v=gUPrnu3BEU8,No specific emotions found.
Hot in Herre,Nelly,https://www.youtube.com/watch?v=GeZZr_p6vB8,"Rock, Intensity"
Dilemma,"Nelly,Kelly Rowland,",https://www.youtube.com/watch?v=8WYHDfJDPDc,"Zen, Success, Conflict, Fun, Connection, Isolation"
Wherever You Will Go,The Calling,https://www.youtube.com/watch?v=iAP9AF6DCu4,"Success, Pop, Fun, Love, Longing"
A Thousand Miles,Vanessa Carlton,https://www.youtube.com/watch?v=Cwkej79U3ek,"Soul, Success, Pop, Vocal style, Complexity, House, Desperation, Hope, Blues, Elation, Love, Classical, Desire, Longing"
In the End,Linkin Park,https://www.youtube.com/watch?v=eVTXPUF4Oz4,"Rock, Country, Success, Pop"
What's Luv?,"Fat Joe,Ashanti,",https://www.youtube.com/watch?v=VpvyG2NrS1Y,"Envy, Love, Success, Fun"
U Got It Bad,Usher,https://www.youtube.com/watch?v=o3IWTfcks4k,"Soul, Funk, Success, Acoustic, Passion, Pop, Awakening, Fun, Desperation, Shame, Elation, Love, Inspiration"
Blurry,Puddle of Mudd,https://www.youtube.com/watch?v=5RisBAkC0x8,"Rock, Pop, Success, Acoustic"
Complicated,Avril Lavigne,https://www.youtube.com/watch?v=5NPBIwQyPWE,No specific emotions found.
Always on Time,"Ja Rule,Ashanti,",https://www.youtube.com/watch?v=0tcDXJfAFVw,"Love, Success, Hip-hop, Fun"
Ain't It Funny (Murder Remix),"Jennifer Lopez,Ja Rule,",https://www.youtube.com/watch?v=s0Vq5mNm4_E,"Joy, Crossover, Success, Pop, Hip-hop, Rock, Fun"
The Middle,Jimmy Eat World,https://www.youtube.com/watch?v=oKsxPW6i3pM,No specific emotions found.
I Need a Girl (Part One),"P. Diddy,Usher,Loon,",https://www.youtube.com/watch?v=zXYb1OMhwBA,"House, Elation"
U Don't Have to Call,Usher,https://www.youtube.com/watch?v=3AszPTJXIgM,"Jazz, Zen, Elation"
Family Affair,Mary J. Blige,https://www.youtube.com/watch?v=znlFu_lemsU,"Success, Pop, Lust, Surprise, House, Hope, Believe"
I Need a Girl (Part Two),"P. Diddy,Ginuwine,Loon,Mario Winans,",https://www.youtube.com/watch?v=zGUttrXgzLI,"Victory, Success"
Gangsta Lovin',"Eve,Alicia Keys,",https://www.youtube.com/watch?v=aNI8XFEAyI0,"Soul, Love"
My Sacrifice,Creed,https://www.youtube.com/watch?v=O-fyNgHdmLI,"Success, Acoustic, Vocal style, Rock, Lust, Desire, Identity, Love, Elation, Melody, Sacrifice"
Without Me,Eminem,https://www.youtube.com/watch?v=YVkUvmDQ3HY,No specific emotions found.
Hero,Enrique Iglesias,https://www.youtube.com/watch?v=TmSRMWw8Y_0,"Success, Pride, Freedom, Journey, Pop, Disco, Healing, Folk, Fun, Hope, Classical, Lust, Awe, Duality, Conflicted, Confidence, Zen, Wonder, Courage, Strength, Elation, Connection, Love, Believe, Country, Sacrifice, Conflict, Legacy, Resistance, Adventure, Anger"
All You Wanted,Michelle Branch,https://www.youtube.com/watch?v=Cbo2n2MzxxE,"Zen, Pop, Unity, Love, Heartbreak"
Get the Party Started,Pink,https://www.youtube.com/watch?v=mW1dbiD_zDk,"Revenge, Success, Pop, Rock, Disco, House, Fun, Melody, Dance-pop"
Hero,"Chad Kroeger,Josey Scott,",https://www.youtube.com/watch?v=TmSRMWw8Y_0,"Success, Pride, Freedom, Journey, Pop, Disco, Healing, Folk, Fun, Hope, Classical, Lust, Awe, Duality, Conflicted, Confidence, Zen, Wonder, Courage, Strength, Elation, Connection, Love, Believe, Country, Sacrifice, Conflict, Legacy, Resistance, Adventure, Anger"
Wasting My Time,Default,https://www.youtube.com/watch?v=UAocvKHUidg,"Rock, Grunge, Success, Elation"
One Last Breath,Creed,https://www.youtube.com/watch?v=qnkuBUAwfe0,No specific emotions found.
"Whenever, Wherever",Shakira,https://www.youtube.com/watch?v=weRHyjj34ZE,"Joy, Success, Pop, Wonder, Rock, Folk, Shame, Love, Melody, Country"
